20091110194428	user32621	Will the fed extend the $8000 first time home buyer credit?	<a href="http://ping.fm/" rel="nofollow">Ping.fm</a>
20100110005536	user7597519	@user5868033 pos lea los agachados o los sùpermachos	web
20100111021716	user4966842	@user3106642 menang kat away tu..sejuk2 pun boleh menang..FORZA MILAN!	web
20100112001453	user268193	Hola que tal a todos, que pasen muy buena tarde!!!	<a href="http://www.seesmic.com/" rel="nofollow">Seesmic</a>
20100115021935	user1070497	RT @user154871: Who heard that day Taylor Swift, Lil Mama & Gucci Mane joint? Lls *screams* WHATTT!? shut up lol	<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>
20100115175401	user4142021	@user9185593 :D	web
20100116041255	user5846285	Q:Are you single ? A:yes http://formspring.me/raygee/q/47747183	<a href="http://formspring.me" rel="nofollow">formspring.me</a>
20100116223623	user1453322	LOL! @user2384444 explained the "almost kiss" shot but they didn't get it & asked us 2 show them! That's 1 plus to shooting w/ the 1 U luv!	<a href="http://echofon.com/" rel="nofollow">Echofon</a>
20100117021520	user7144749	@user15	<a href="http://ubertwitter.com" rel="nofollow">UberTwitter</a>
20100117091504	user6791752	Brazy nitee wrdd ..white girlss lolol I'm smack	<a href="http://ubertwitter.com" rel="nofollow">UberTwitter</a>
20100118191733	user3398042	@user1421122 todavía no me ha dado tiempo a agotar todo el disco duro xDDD Todavía estoy pasando información del MacBook..	<a href="http://echofon.com/" rel="nofollow">Echofon</a>
20100119120325	user3241789	Jack Bauer is back.	<a href="http://www.tweetdeck.com/" rel="nofollow">TweetDeck</a>
20100119121559	user24096	@user2057884 ayo ageh ndang dicat .. ahahaha .. rihanna temenan iki .. XD	web
20100120215539	user5271924	Hoje não trabalhei. Me consultei, fiz exames, raio-X do tórax, amanhã tiro sangue de novo. Tomei remédios, vamos ver se amanhã estou bem.	web
20100121183916	user2763401	arrebatos carnales de Francisco Martín Moreno pinta bien	web
20100121214615	user9855702	@user55060 Dulceeeeee, te amo muito! quando você vem pro Brasil? TE ESTRAÑO, besos	web
20100122002751	user4082034	WORKING WITH ECONOMICS - A CANADIAN FRAMEWORK EIGHTH EDITION $95- http://openlist.ca/v.asp?msgid=929831&catid=629&subcatid=7919&c=49	<a href="http://apiwiki.twitter.com/" rel="nofollow">API</a>
20100122201754	user9841599	FOLLOW THE JONAS BROTHERS ARE WELL JUST BECAUSE SEXYS! JONATHAN IF YOU ARE A TRUE COPY AND PASTE THIS TO BE ABLE TO	web
20100124055030	user54462	(－_－＃) RT @user14287: 嘘はばれる時代です。　大家族番組事実と異なる内容を放送！一部始終をブログに暴露！ - ガジェット通信 http://bit.ly/8IiLqU	<a href="http://movatwitter.jp/" rel="nofollow">movatwitter</a>
20100124202252	user58718	RT @user606179: So true! RT @user205888: Not sure why they call it "The NHL on NBC". Should really be called "The Penguins vs some ...	web
20100125070243	user959026	Implementing Sleep Testing Programs Can Be Beneficial to Your ... http://bit.ly/5MKk8N	<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>
20100125215047	user4649656	No lo puedo evitar, trato de olvidarte. Lo juro.	web
20100126174908	user1024751	I just dug out all my History and French stuff from last year to help me with studying :)	web
20100127061220	user52088	@user52089 u can install rootsh to acces root or type= sudo gainroot for the same.. #n900	web
20100127084439	user1911393	@user10432719 What would I say to Scion? Bring in the Materia/bB as your next model - I'll buy one.	web
20100128051500	user766040	Vancouver&gt;For Sale&gt;Computers&gt;DELL DOCKING STATION BRAND NEW $50- http://openlist.ca/v.asp?msgid=973803&catid=4&subcatid=8&c=1	<a href="http://apiwiki.twitter.com/" rel="nofollow">API</a>
20100129230504	user639790	RT @user10589011: odeio quando meus colegas conversam, e só porque eu to sentado perto deles eu levo bronca também #vidadealuno (by:@leth ...	web
20100131034106	user10821135	@user1828387 y por q tienes tantas cuentas jeje	web
20100201075152	user10935022	Eine solidarische Moderne? Wo gibt's die denn? Hier im Netz: http://www.solidarische-moderne.de/	web
20091110083254	user1565	@user1566 a lot more small stuff - Protons, neutrons, electrons, quarks ..... (just wiki'd it and now my head hurts ;-)	<a href="http://twitter.peoplebrowsr.com/dev" rel="nofollow">PeopleBrowsr</a>
20091110083254	user1567	@user1568 I will "Mother" LMFAO!!!	web
20091110083254	user1569	RT @user1570: and love can accomplish much, and what is done in love is done well.”—Vincent Van Gogh	<a href="http://viigo.com" rel="nofollow">Viigo</a>
20091110083254	user1571	entahlah...	web
20091110083255	user1572	Asian nations bear brunt of dollar slump: TOKYO: Asia’s small, open economies are caught in the crossfire of a .. http://bit.ly/3aHbfC	<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>
20091110083255	user1573	In variatie op @user1574: ik haat heel de Mexicaanse griep.	<a href="http://www.atebits.com/" rel="nofollow">Tweetie</a>
20091110083255	user1575	@user1576 Why it gotta be that? cause i'm spanish! that's not my last name	web
